area_id,area_name,b20005g001,b20005g001_moe,b20005g002,b20005g002_moe,b20005g003,b20005g003_moe,b20005g004,b20005g004_moe,b20005g005,b20005g005_moe,b20005g006,b20005g006_moe,b20005g007,b20005g007_moe,b20005g008,b20005g008_moe,b20005g009,b20005g009_moe,b20005g010,b20005g010_moe,b20005g011,b20005g011_moe,b20005g012,b20005g012_moe,b20005g013,b20005g013_moe,b20005g014,b20005g014_moe,b20005g015,b20005g015_moe,b20005g016,b20005g016_moe,b20005g017,b20005g017_moe,b20005g018,b20005g018_moe,b20005g019,b20005g019_moe,b20005g020,b20005g020_moe,b20005g021,b20005g021_moe,b20005g022,b20005g022_moe,b20005g023,b20005g023_moe,b20005g024,b20005g024_moe,b20005g025,b20005g025_moe,b20005g026,b20005g026_moe,b20005g027,b20005g027_moe,b20005g028,b20005g028_moe,b20005g029,b20005g029_moe,b20005g030,b20005g030_moe,b20005g031,b20005g031_moe,b20005g032,b20005g032_moe,b20005g033,b20005g033_moe,b20005g034,b20005g034_moe,b20005g035,b20005g035_moe,b20005g036,b20005g036_moe,b20005g037,b20005g037_moe,b20005g038,b20005g038_moe,b20005g039,b20005g039_moe,b20005g040,b20005g040_moe,b20005g041,b20005g041_moe,b20005g042,b20005g042_moe,b20005g043,b20005g043_moe,b20005g044,b20005g044_moe,b20005g045,b20005g045_moe,b20005g046,b20005g046_moe,b20005g047,b20005g047_moe,b20005g048,b20005g048_moe,b20005g049,b20005g049_moe,b20005g050,b20005g050_moe,b20005g051,b20005g051_moe,b20005g052,b20005g052_moe,b20005g053,b20005g053_moe,b20005g054,b20005g054_moe,b20005g055,b20005g055_moe,b20005g056,b20005g056_moe,b20005g057,b20005g057_moe,b20005g058,b20005g058_moe,b20005g059,b20005g059_moe,b20005g060,b20005g060_moe,b20005g061,b20005g061_moe,b20005g062,b20005g062_moe,b20005g063,b20005g063_moe,b20005g064,b20005g064_moe,b20005g065,b20005g065_moe,b20005g066,b20005g066_moe,b20005g067,b20005g067_moe,b20005g068,b20005g068_moe,b20005g069,b20005g069_moe,b20005g070,b20005g070_moe,b20005g071,b20005g071_moe,b20005g072,b20005g072_moe,b20005g073,b20005g073_moe,b20005g074,b20005g074_moe,b20005g075,b20005g075_moe,b20005g076,b20005g076_moe,b20005g077,b20005g077_moe,b20005g078,b20005g078_moe,b20005g079,b20005g079_moe,b20005g080,b20005g080_moe,b20005g081,b20005g081_moe,b20005g082,b20005g082_moe,b20005g083,b20005g083_moe,b20005g084,b20005g084_moe,b20005g085,b20005g085_moe,b20005g086,b20005g086_moe,b20005g087,b20005g087_moe,b20005g088,b20005g088_moe,b20005g089,b20005g089_moe,b20005g090,b20005g090_moe,b20005g091,b20005g091_moe,b20005g092,b20005g092_moe,b20005g093,b20005g093_moe,b20005g094,b20005g094_moe,b20005g095,b20005g095_moe
61,New City,354,197,141,95,57,65,0,47,57,65,0,47,0,47,0,47,0,47,0,47,0,47,0,47,12,48,0,47,0,47,0,47,0,47,19,54,0,47,0,47,0,47,0,47,0,47,26,58,0,47,84,79,52,63,32,52,26,52,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,6,46,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,213,136,33,62,0,47,33,62,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,27,63,0,47,0,47,0,47,0,47,0,47,6,46,0,47,0,47,0,47,0,47,180,101,131,97,49,54,5,45,8,48,5,46,19,52,0,47,0,47,0,47,12,48,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47
62,West Elsdon,68,59,22,42,22,42,0,27,22,42,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,22,42,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,46,50,21,33,0,27,21,33,0,27,0,27,0,27,0,27,0,27,0,27,0,27,11,30,0,27,0,27,0,27,0,27,0,27,10,29,0,27,0,27,0,27,0,27,0,27,0,27,25,35,25,35,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
63,Gage Park,190,122,97,64,25,53,0,41,25,53,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,25,53,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,72,50,22,43,50,44,0,41,0,41,10,42,0,41,0,41,21,41,7,39,0,41,6,39,6,39,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,93,78,42,63,0,41,42,63,0,41,0,41,3,40,0,41,0,41,0,41,0,41,6,38,0,41,0,41,24,52,0,41,0,41,6,39,0,41,0,41,0,41,0,41,0,41,3,40,51,49,10,41,41,47,0,41,9,41,25,39,0,41,7,39,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41
64,Clearing,247,143,127,74,7,32,0,31,7,32,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,7,32,0,31,0,31,120,74,55,43,65,64,0,31,0,31,0,31,16,33,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,35,60,0,31,0,31,0,31,14,37,0,31,0,31,120,90,44,71,0,31,44,71,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,38,69,0,31,0,31,0,31,6,36,0,31,0,31,0,31,0,31,0,31,76,63,13,33,63,62,9,33,0,31,12,32,0,31,35,60,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,7,32,0,31,0,31,0,31
65,West Lawn,547,212,247,170,155,130,0,34,155,130,0,34,0,34,0,34,0,34,9,35,0,34,0,34,0,34,0,34,0,34,0,34,95,122,23,40,0,34,21,47,7,34,0,34,0,34,0,34,0,34,92,87,16,40,76,73,0,34,0,34,0,34,0,34,10,37,40,66,0,34,9,33,17,40,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,300,122,87,57,0,34,87,57,0,34,0,34,0,34,0,34,0,34,11,36,9,36,0,34,0,34,13,36,0,34,0,34,26,41,9,33,19,44,0,34,0,34,0,34,0,34,0,34,213,99,107,71,106,76,34,58,0,34,48,58,0,34,0,34,10,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,14,38,0,34
66,Chicago Lawn,281,147,136,89,85,82,0,49,85,82,0,49,0,49,0,49,0,49,0,49,0,49,0,49,12,50,0,49,0,49,0,49,16,54,38,78,0,49,0,49,6,47,7,48,0,49,6,48,0,49,51,51,26,49,25,47,0,49,0,49,0,49,12,50,0,49,0,49,4,47,0,49,0,49,9,48,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,145,96,33,50,0,49,33,50,0,49,0,49,0,49,0,49,13,51,0,49,0,49,0,49,0,49,0,49,0,49,0,49,3,47,0,49,0,49,0,49,0,49,0,49,10,50,7,48,112,92,28,51,84,89,45,69,0,49,0,49,8,48,10,51,0,49,0,49,0,49,0,49,0,49,0,49,0,49,16,54,5,48,0,49,0,49,0,49,0,49,0,49,0,49
67,West Englewood,280,148,224,128,78,64,0,48,78,64,0,48,0,48,0,48,0,48,0,48,0,48,0,48,13,50,16,53,16,52,17,50,0,48,0,48,0,48,0,48,0,48,9,50,0,48,0,48,7,48,146,99,63,58,83,79,0,48,0,48,0,48,8,48,12,50,16,52,0,48,0,48,0,48,0,48,11,50,25,58,0,48,0,48,0,48,0,48,0,48,11,50,0,48,0,48,56,60,4,47,0,48,4,47,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,4,47,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,52,61,34,58,18,52,0,48,18,52,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48
68,Englewood,97,59,49,50,13,36,0,36,13,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,8,37,0,36,0,36,0,36,0,36,5,35,0,36,0,36,0,36,0,36,0,36,36,49,36,49,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,48,43,21,40,0,36,21,40,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,10,38,0,36,11,39,0,36,0,36,0,36,27,40,8,37,19,39,0,36,13,40,0,36,0,36,0,36,0,36,6,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36
69,Greater Grand Crossing,148,99,51,55,2,40,0,38,2,40,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,2,40,49,54,42,52,7,40,0,38,0,38,7,40,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,97,81,17,50,0,38,17,50,0,38,0,38,0,38,12,40,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,2,39,0,38,0,38,0,38,3,40,0,38,0,38,0,38,80,65,51,56,29,42,10,40,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,8,39,11,40,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38
70,Ashburn,312,160,81,65,21,42,0,41,21,42,0,41,0,41,0,41,0,41,0,41,0,41,13,43,0,41,8,40,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,60,53,19,42,41,48,0,41,0,41,0,41,0,41,0,41,14,43,0,41,11,41,16,45,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,231,135,21,43,0,41,21,43,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,8,40,0,41,0,41,0,41,0,41,0,41,0,41,0,41,13,44,0,41,0,41,0,41,210,130,125,86,85,85,0,41,0,41,44,53,0,41,9,41,1,39,9,40,0,41,22,49,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41
71,Auburn Gresham,211,118,96,84,70,80,0,46,70,80,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,51,75,0,46,0,46,0,46,19,52,0,46,0,46,0,46,0,46,0,46,0,46,26,52,26,52,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,115,77,52,62,0,46,52,62,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,22,55,0,46,0,46,0,46,0,46,19,52,0,46,0,46,0,46,11,48,0,46,0,46,63,64,63,64,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46
72,Beverly,196,89,78,58,38,41,0,29,38,41,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,24,40,14,29,40,49,14,36,26,33,0,29,0,29,7,27,9,32,0,29,0,29,0,29,0,29,0,29,0,29,10,31,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,118,62,34,48,0,29,34,48,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,11,32,14,35,0,29,0,29,9,30,0,29,0,29,0,29,0,29,84,48,44,38,40,39,0,29,0,29,22,37,0,29,0,29,0,29,0,29,0,29,8,30,0,29,10,30,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
73,Washington Heights,162,111,48,68,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,48,68,48,68,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,114,91,5,33,0,33,5,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,5,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,109,89,70,74,39,58,0,33,0,33,14,38,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,25,55
74,Mount Greenwood,87,46,17,27,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,17,27,11,29,6,20,5,22,0,25,1,23,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,70,43,24,31,0,25,24,31,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,24,31,0,25,0,25,0,25,46,35,22,33,24,30,7,24,5,22,0,25,0,25,12,29,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25
75,Morgan Park,226,96,63,55,29,43,0,31,29,43,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,17,39,0,31,0,31,0,31,0,31,0,31,0,31,12,35,0,31,0,31,34,46,34,46,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,163,73,20,34,0,31,20,34,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,13,34,7,32,0,31,0,31,143,67,85,59,58,44,31,35,0,31,0,31,0,31,8,33,0,31,9,33,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,10,34,0,31
76,O'Hare,266,164,151,129,103,105,0,38,103,105,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,28,60,0,38,61,93,0,38,14,43,0,38,0,38,0,38,48,82,0,38,48,82,0,38,0,38,0,38,0,38,0,38,0,38,0,38,48,82,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,115,104,60,94,0,38,60,94,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,60,94,0,38,55,55,16,43,39,51,0,38,0,38,22,44,0,38,0,38,0,38,0,38,0,38,0,38,0,38,17,46,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38
77,Edgewater,1592,465,829,322,356,165,0,48,356,165,0,48,0,48,19,56,0,48,0,48,0,48,0,48,0,48,12,53,0,48,0,48,0,48,21,60,129,121,66,97,0,48,28,52,17,51,19,55,45,60,473,229,272,144,201,168,115,114,66,83,0,48,6,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,14,52,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,763,282,284,150,0,48,284,150,0,48,0,48,0,48,0,48,0,48,0,48,13,52,0,48,4,48,0,48,0,48,49,74,0,48,23,60,54,81,0,48,55,64,18,54,57,78,11,52,479,195,279,159,200,118,39,58,0,48,0,48,0,48,10,49,0,48,30,66,0,48,0,48,73,98,0,48,19,57,12,52,11,50,0,48,0,48,6,48,0,48,0,48,0,48
