area_id,area_name,b20005d001,b20005d001_moe,b20005d002,b20005d002_moe,b20005d003,b20005d003_moe,b20005d004,b20005d004_moe,b20005d005,b20005d005_moe,b20005d006,b20005d006_moe,b20005d007,b20005d007_moe,b20005d008,b20005d008_moe,b20005d009,b20005d009_moe,b20005d010,b20005d010_moe,b20005d011,b20005d011_moe,b20005d012,b20005d012_moe,b20005d013,b20005d013_moe,b20005d014,b20005d014_moe,b20005d015,b20005d015_moe,b20005d016,b20005d016_moe,b20005d017,b20005d017_moe,b20005d018,b20005d018_moe,b20005d019,b20005d019_moe,b20005d020,b20005d020_moe,b20005d021,b20005d021_moe,b20005d022,b20005d022_moe,b20005d023,b20005d023_moe,b20005d024,b20005d024_moe,b20005d025,b20005d025_moe,b20005d026,b20005d026_moe,b20005d027,b20005d027_moe,b20005d028,b20005d028_moe,b20005d029,b20005d029_moe,b20005d030,b20005d030_moe,b20005d031,b20005d031_moe,b20005d032,b20005d032_moe,b20005d033,b20005d033_moe,b20005d034,b20005d034_moe,b20005d035,b20005d035_moe,b20005d036,b20005d036_moe,b20005d037,b20005d037_moe,b20005d038,b20005d038_moe,b20005d039,b20005d039_moe,b20005d040,b20005d040_moe,b20005d041,b20005d041_moe,b20005d042,b20005d042_moe,b20005d043,b20005d043_moe,b20005d044,b20005d044_moe,b20005d045,b20005d045_moe,b20005d046,b20005d046_moe,b20005d047,b20005d047_moe,b20005d048,b20005d048_moe,b20005d049,b20005d049_moe,b20005d050,b20005d050_moe,b20005d051,b20005d051_moe,b20005d052,b20005d052_moe,b20005d053,b20005d053_moe,b20005d054,b20005d054_moe,b20005d055,b20005d055_moe,b20005d056,b20005d056_moe,b20005d057,b20005d057_moe,b20005d058,b20005d058_moe,b20005d059,b20005d059_moe,b20005d060,b20005d060_moe,b20005d061,b20005d061_moe,b20005d062,b20005d062_moe,b20005d063,b20005d063_moe,b20005d064,b20005d064_moe,b20005d065,b20005d065_moe,b20005d066,b20005d066_moe,b20005d067,b20005d067_moe,b20005d068,b20005d068_moe,b20005d069,b20005d069_moe,b20005d070,b20005d070_moe,b20005d071,b20005d071_moe,b20005d072,b20005d072_moe,b20005d073,b20005d073_moe,b20005d074,b20005d074_moe,b20005d075,b20005d075_moe,b20005d076,b20005d076_moe,b20005d077,b20005d077_moe,b20005d078,b20005d078_moe,b20005d079,b20005d079_moe,b20005d080,b20005d080_moe,b20005d081,b20005d081_moe,b20005d082,b20005d082_moe,b20005d083,b20005d083_moe,b20005d084,b20005d084_moe,b20005d085,b20005d085_moe,b20005d086,b20005d086_moe,b20005d087,b20005d087_moe,b20005d088,b20005d088_moe,b20005d089,b20005d089_moe,b20005d090,b20005d090_moe,b20005d091,b20005d091_moe,b20005d092,b20005d092_moe,b20005d093,b20005d093_moe,b20005d094,b20005d094_moe,b20005d095,b20005d095_moe
61,New City,368,118,195,69,102,57,0,47,102,57,0,47,0,47,11,49,0,47,0,47,0,47,0,47,0,47,11,49,8,48,0,47,4,45,0,47,5,46,0,47,36,56,0,47,14,47,11,47,2,46,93,68,42,56,51,56,0,47,3,46,0,47,8,45,6,48,0,47,0,47,0,47,11,48,0,47,0,47,14,49,0,47,0,47,0,47,0,47,0,47,9,48,0,47,0,47,173,73,113,57,0,47,113,57,0,47,0,47,0,47,14,50,0,47,0,47,0,47,0,47,11,45,0,47,0,47,12,46,3,46,17,50,0,47,56,62,0,47,0,47,0,47,0,47,60,61,27,50,33,53,0,47,0,47,0,47,13,49,8,48,0,47,0,47,0,47,8,44,4,46,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47
62,West Elsdon,260,130,132,64,29,26,0,27,29,26,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,12,29,6,22,11,30,0,27,0,27,0,27,0,27,0,27,0,27,0,27,103,55,66,47,37,32,13,26,0,27,0,27,0,27,0,27,0,27,0,27,8,28,4,23,0,27,0,27,0,27,0,27,0,27,12,29,0,27,0,27,0,27,0,27,0,27,128,77,68,51,0,27,68,51,0,27,0,27,0,27,0,27,0,27,0,27,16,30,0,27,9,30,0,27,3,26,12,28,0,27,0,27,0,27,5,27,0,27,10,31,6,24,7,28,60,37,42,32,18,28,0,27,5,27,0,27,0,27,6,24,7,28,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
63,Gage Park,375,182,184,111,27,47,0,41,27,47,0,41,0,41,0,41,0,41,9,44,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,7,41,11,41,157,101,83,67,74,63,11,41,28,58,11,43,0,41,0,41,12,45,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,12,43,0,41,0,41,191,103,37,54,0,41,37,54,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,25,52,12,43,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,154,95,83,67,71,58,0,41,0,41,0,41,0,41,0,41,23,44,0,41,0,41,0,41,0,41,19,41,29,50,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41
64,Clearing,186,231,40,53,34,54,0,31,34,54,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,27,54,0,31,0,31,0,31,0,31,0,31,0,31,0,31,7,31,6,29,0,31,6,29,0,31,0,31,0,31,0,31,1,30,0,31,0,31,0,31,0,31,0,31,0,31,0,31,5,30,0,31,0,31,0,31,0,31,0,31,0,31,0,31,146,185,55,97,0,31,55,97,0,31,0,31,0,31,0,31,0,31,0,31,0,31,29,56,0,31,0,31,0,31,0,31,0,31,26,52,0,31,0,31,0,31,0,31,0,31,0,31,91,99,16,37,75,96,25,51,0,31,0,31,29,56,0,31,1,30,2,30,5,31,0,31,0,31,0,31,13,36,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31
65,West Lawn,95,88,38,51,38,51,0,34,38,51,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,1,32,0,34,0,34,0,34,0,34,0,34,0,34,17,40,0,34,0,34,20,44,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,57,64,26,43,0,34,26,43,0,34,0,34,0,34,0,34,0,34,0,34,0,34,10,34,0,34,0,34,7,32,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,9,35,31,46,31,46,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34
66,Chicago Lawn,408,288,199,145,98,82,0,49,98,82,0,49,0,49,0,49,0,49,0,49,0,49,0,49,35,62,10,50,0,49,0,49,48,73,0,49,0,49,5,47,0,49,0,49,0,49,0,49,0,49,101,87,89,86,12,50,0,49,0,49,12,50,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,209,153,117,139,0,49,117,139,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,47,72,0,49,0,49,0,49,1,47,0,49,0,49,69,88,0,49,0,49,0,49,0,49,92,79,46,66,46,53,0,49,11,50,0,49,26,54,0,49,0,49,0,49,5,47,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,4,49,0,49,0,49,0,49
67,West Englewood,41,65,15,52,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,15,52,0,48,15,52,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,15,52,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,26,61,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,26,61,26,61,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48
68,Englewood,21,40,6,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,6,36,6,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,15,37,12,38,0,36,12,38,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,9,37,0,36,2,35,1,35,0,36,0,36,3,35,3,35,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36
69,Greater Grand Crossing,25,50,14,43,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,14,43,14,43,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,11,38,7,38,0,38,7,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,7,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,4,37,4,37,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38
70,Ashburn,99,82,21,41,21,41,0,41,21,41,0,41,0,41,0,41,0,41,10,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,11,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,78,65,10,40,0,41,10,40,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,10,40,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,68,63,40,55,28,47,11,41,0,41,0,41,0,41,0,41,0,41,0,41,17,47,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41
71,Auburn Gresham,57,93,24,60,10,47,0,46,10,47,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,10,47,14,50,1,44,13,50,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,13,50,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,33,62,10,48,0,46,10,48,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,10,48,0,46,23,51,14,50,9,47,0,46,0,46,0,46,9,47,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46
72,Beverly,39,39,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,39,39,5,28,0,29,5,28,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,5,28,0,29,0,29,0,29,0,29,34,40,11,33,23,37,15,30,8,30,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
73,Washington Heights,2,30,1,30,1,30,0,33,1,30,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,1,30,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,1,29,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,1,29,1,29,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33
74,Mount Greenwood,117,99,38,38,19,36,0,25,19,36,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,19,36,0,25,19,28,7,23,12,31,12,31,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,79,72,21,35,0,25,21,35,0,25,0,25,0,25,0,25,17,34,0,25,0,25,0,25,0,25,0,25,4,24,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,58,52,48,47,10,25,0,25,10,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25
75,Morgan Park,124,91,49,51,29,48,0,31,29,48,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,24,49,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,5,31,0,31,20,35,20,35,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,75,72,4,31,0,31,4,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,4,31,71,72,25,38,46,68,8,33,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,38,68,0,31,0,31,0,31,0,31,0,31,0,31,0,31
76,O'Hare,1035,385,502,201,336,158,0,38,336,158,0,38,0,38,0,38,0,38,15,41,0,38,0,38,6,43,50,76,0,38,39,68,0,38,38,72,82,92,15,45,29,50,0,38,19,44,26,49,17,44,166,103,32,48,134,100,0,38,0,38,0,38,0,38,0,38,0,38,8,40,27,57,55,72,0,38,14,45,0,38,0,38,0,38,0,38,1,38,29,60,0,38,0,38,0,38,533,243,121,73,0,38,121,73,0,38,0,38,0,38,0,38,0,38,0,38,0,38,16,46,0,38,31,63,0,38,18,48,14,43,30,60,0,38,0,38,0,38,0,38,12,41,0,38,412,219,242,140,170,169,0,38,0,38,38,72,0,38,0,38,42,75,0,38,0,38,42,75,11,39,0,38,0,38,0,38,0,38,0,38,0,38,37,68,0,38,0,38,0,38
77,Edgewater,6268,834,2987,420,1625,304,0,48,1625,304,0,48,0,48,45,60,5,48,0,48,115,89,32,58,38,59,22,55,0,48,166,116,46,67,89,75,150,130,183,124,105,83,53,59,251,148,132,75,193,116,1362,291,815,228,547,165,131,87,51,65,43,60,84,78,40,59,0,48,12,51,21,53,0,48,72,68,20,52,13,52,42,59,0,48,18,53,0,48,0,48,0,48,0,48,0,48,3281,584,982,231,0,48,982,231,0,48,0,48,20,57,0,48,6,50,29,51,0,48,80,81,88,92,57,68,119,127,56,73,52,64,65,71,22,54,106,95,78,74,90,82,86,79,28,57,2299,462,1500,411,799,221,210,137,72,63,57,79,10,50,66,70,4,49,29,65,45,59,58,75,49,74,33,56,9,49,40,64,9,50,4,48,22,59,43,73,27,66,12,50,0,48
